-1,119,119,119,119,119,119,20,20,20,13:52:47,04 07 2021,
0,76604,4,1.10,-526.12,842.65,22.58,14.65,14.04,22.77,16.55,-16.61,14:54:01,
1,76615,5,7.32,-1000.73,-86.55,23.19,9.16,-1.83,4.76,35.82,13.95,14:54:01,
2,76627,5,104.13,-963.87,255.98,91.55,9.16,-2.44,14.16,42.93,-4.21,14:54:01,
3,76639,1,0.000000,
4,76641,0,0.000000,
5,76643,0,5.675955,
6,76645,0,1.789265,
0,76648,5,0.73,-524.17,843.14,23.19,15.87,16.48,22.88,17.02,-15.56,14:54:01,
1,76660,4,7.57,-1000.49,-86.06,23.80,-1.22,-4.27,5.07,36.49,15.20,14:54:01,
2,76677,4,102.78,-962.52,255.86,89.72,9.77,-1.83,13.92,42.30,-3.13,14:54:01,
3,76688,1,0.000000,
4,76690,0,0.000000,
5,76692,0,5.675955,
6,76694,0,1.789265,
0,76697,5,1.34,-524.41,843.63,23.19,15.26,14.65,22.96,17.19,-16.24,14:54:01,
1,76709,4,3.05,-1002.44,-87.77,27.47,0.00,-3.66,5.00,36.40,14.44,14:54:01,
2,76721,5,103.27,-963.38,255.74,90.33,13.43,-0.61,13.73,42.41,-3.66,14:54:01,
3,76733,0,0.000000,
4,76735,0,0.000000,
5,76736,0,5.675955,
6,76738,0,1.789265,
0,76742,4,0.61,-526.73,842.29,24.41,16.48,15.87,22.84,16.86,-15.99,14:54:01,
1,76759,4,2.81,-1001.71,-87.04,26.25,-3.05,-3.66,5.30,35.79,14.15,14:54:01,
2,76771,4,102.66,-964.60,256.23,90.94,12.82,-3.05,14.25,42.97,-3.97,14:54:01,
3,76782,0,0.000000,
4,76784,0,0.000000,
5,76785,0,5.675955,
6,76787,0,1.789265,
0,76791,4,1.59,-525.88,841.80,21.36,15.26,15.87,22.78,17.47,-15.88,14:54:01,
1,76803,5,2.93,-1000.61,-87.52,24.41,-1.22,-3.05,5.13,36.11,15.99,14:54:02,
2,76815,4,102.91,-963.87,255.86,88.50,10.99,-1.83,13.95,42.70,-2.14,14:54:02,
3,76831,0,0.000000,
4,76833,0,0.000000,
5,76834,0,5.675955,
6,76836,0,1.789265,
0,76840,5,0.24,-526.25,841.80,21.97,15.26,15.26,22.62,17.30,-16.43,14:54:02,
1,76852,5,6.10,-1000.49,-84.84,26.25,3.66,-3.66,5.27,37.12,15.09,14:54:02,
2,76864,4,103.27,-963.50,255.62,89.72,12.21,-1.83,14.23,42.57,-3.32,14:54:02,
3,76875,1,0.000000,
4,76877,0,0.000000,
5,76879,0,5.675955,
6,76881,0,1.789265,
0,76884,6,0.37,-524.66,843.14,21.36,15.26,15.87,23.17,17.22,-17.00,14:54:02,
1,76897,4,6.10,-1000.49,-83.25,34.79,13.43,-5.49,5.24,36.50,14.92,14:54:02,
2,76913,4,103.03,-963.38,255.62,90.94,12.21,-1.83,13.90,42.50,-4.52,14:54:02,
3,76924,1,0.000000,
4,76926,0,0.000000,
5,76929,0,5.675955,
6,76931,0,1.789265,
0,76934,5,1.22,-525.76,842.77,21.36,16.48,15.87,22.27,16.94,-16.27,14:54:02,
1,76946,4,-0.73,-1002.20,-89.36,34.18,2.44,-7.32,5.19,36.23,15.16,14:54:02,
2,76958,4,102.91,-964.23,255.86,90.33,13.43,-3.66,14.06,42.50,-3.04,14:54:02,
3,76969,0,0.000000,
4,76972,0,0.000000,
5,76973,1,5.675955,
6,76980,0,1.789265,
0,76983,5,1.71,-524.54,842.65,23.19,14.65,14.65,23.02,16.77,-16.47,14:54:02,
1,76995,4,5.37,-1000.85,-90.21,26.86,5.49,-0.61,5.41,36.36,14.07,14:54:02,
2,77007,4,102.91,-962.89,255.86,87.89,12.82,-1.22,14.01,42.81,-2.77,14:54:02,
3,77019,0,0.000000,
4,77021,0,0.000000,
5,77022,1,5.675955,
6,77024,0,1.789265,
0,77028,4,0.73,-524.90,842.90,22.58,15.26,14.65,23.36,17.11,-16.98,14:54:02,
1,77039,5,5.13,-1000.49,-89.97,25.63,2.44,-1.22,4.86,36.22,13.82,14:54:02,
2,77051,6,103.15,-964.23,255.49,89.72,12.82,-0.61,14.05,42.55,-3.39,14:54:02,
3,77068,0,0.000000,
4,77070,0,0.000000,
5,77071,1,5.675955,
6,77073,0,1.789265,
0,77077,4,1.10,-524.78,842.77,25.02,15.26,15.26,22.99,16.80,-16.17,14:54:02,
1,77088,5,8.06,-1000.49,-81.67,19.53,4.88,-2.44,4.60,36.29,15.16,14:54:02,
2,77101,5,103.88,-962.65,255.98,89.72,12.21,-1.83,14.42,42.43,-3.45,14:54:02,
3,77113,0,0.000000,
4,77114,0,0.000000,
5,77116,0,5.675955,
6,77118,0,1.789265,
0,77121,5,0.49,-526.12,841.67,23.19,14.65,15.26,22.84,16.99,-16.28,14:54:02,
1,77137,6,3.66,-1000.73,-86.55,28.69,0.61,-5.49,4.93,36.57,14.58,14:54:02,
2,77150,5,104.61,-963.38,255.98,90.33,10.38,-1.22,13.88,42.48,-2.71,14:54:02,
3,77162,0,0.000000,
4,77163,0,0.000000,
5,77165,0,5.675955,
6,77167,0,1.789265,
0,77170,5,0.00,-525.02,843.87,22.58,15.87,15.26,23.11,16.50,-16.56,14:54:02,
1,77182,5,5.25,-1003.42,-90.45,29.30,0.00,-4.88,4.64,36.55,14.39,14:54:02,
